Store #,Store Partner,Contact ,Email  ,Phone Number
2520,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2529,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2531,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2555,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2577,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2581,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2583,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2586,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2588,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2603,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2633,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2641,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2650,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2651,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2660,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2747,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2799,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2808,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2821,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2825,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2841,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2853,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2871,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2874,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2888,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2902,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2903,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2904,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2905,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2915,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2916,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2917,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2945,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2964,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3035,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3077,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3078,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3159,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3214,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3236,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3252,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3265,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3266,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3291,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3292,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3301,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3337,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3339,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3420,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3422,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3469,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3475,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3481,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3489,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3490,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3491,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3520,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3541,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3562,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3564,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3573,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3583,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3588,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3598,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3639,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3644,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3720,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3774,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3780,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3795,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3802,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3804,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3831,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3838,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3869,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3912,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
4064,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
4153,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
4191,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
4258,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
4387,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
4456,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
4476,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
4597,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
4623,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
4644,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
4687,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5012,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5027,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5039,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5040,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5047,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5077,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5111,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5129,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5130,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5131,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5142,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5178,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5201,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5202,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5227,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5228,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5229,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5242,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5253,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5281,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5293,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5295,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5340,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5343,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5381,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5382,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5384,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5436,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5447,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5448,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5476,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5752,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5753,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5867,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5880,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5881,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5888,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5891,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5922,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5936,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5944,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5968,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5969,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
7032,Verizon Fios Internet,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
110,Charter/Spectrum Internet & Postpaid Wireless,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
174,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
201,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
202,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
217,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
257,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
283,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
287,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
306,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
316,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
355,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
356,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
361,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
383,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
384,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
386,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
395,Charter/Spectrum Internet & Postpaid Wireless,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
396,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
414,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
420,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
423,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
426,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
429,Charter/Spectrum Internet & Postpaid Wireless,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
434,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
449,Charter/Spectrum Internet & Postpaid Wireless,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
452,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
456,Charter/Spectrum Internet & Postpaid Wireless,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
457,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
459,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
467,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
470,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
475,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
483,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
489,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
494,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
497,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
500,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
507,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
511,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
512,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
526,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
528,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
541,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
543,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
547,Charter/Spectrum Internet & Postpaid Wireless,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
548,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
553,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
554,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
562,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
566,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
571,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
574,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
589,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
625,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
630,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
631,Charter/Spectrum Internet,Lisa Stapleton,Lisa.Stapleton@charter.com,475-400-8292
