Store #,Store Partner,Contact ,Email  ,Phone Number
2916,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2917,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2945,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
2964,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3035,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3077,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3078,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3114,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3159,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3200,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3214,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3236,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3252,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3265,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3266,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3291,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3292,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3301,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3337,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3339,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3420,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3422,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3469,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3475,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3481,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3489,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3490,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3491,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3520,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3541,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3562,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3564,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3573,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3583,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3588,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3598,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3639,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3644,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3720,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3774,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3780,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3795,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3802,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3804,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3831,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3838,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3869,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
3912,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
4064,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
4153,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
4191,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
4258,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
4387,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
4456,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
4476,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
4597,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
4623,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
4644,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
4687,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5012,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5027,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5039,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5040,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5047,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5077,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5111,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5129,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5130,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5131,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5142,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5178,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5201,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5202,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5227,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5228,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5229,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5242,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5253,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5281,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5293,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5295,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5340,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5343,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5381,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5382,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5384,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5436,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5447,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5448,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5476,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5495,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5752,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5753,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5867,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5880,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5881,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5888,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5891,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5922,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5936,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5944,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5968,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
5969,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
7032,Verizon Fios,Shannon Rivers ,shannon.rivers@verizonwireless.com ,678-628-2521 
110,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
174,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
201,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
217,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
257,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
283,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
306,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
316,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
356,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
361,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
396,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
407,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
414,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
420,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
423,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
429,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
434,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
449,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
452,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
456,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
459,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
467,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
470,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
475,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
483,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
494,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
497,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
500,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
507,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
512,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
526,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
528,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
547,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
548,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
554,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
562,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
566,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
571,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
574,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
589,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
625,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
631,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
640,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
641,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
643,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
644,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
651,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
653,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
661,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
662,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
671,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
673,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
689,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
692,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
694,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
701,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
718,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
725,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
741,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
746,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
762,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
764,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
805,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
817,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
857,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
860,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
877,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
881,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
890,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
896,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
908,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
922,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
925,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
930,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
938,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
939,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
941,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
942,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
943,Charter/Spectrum,Stephanie Revis,stephanie.revis@charter.com,512-531-3047
